"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-01","2018","01","01","†","-8.0","","-18.0","","-13.0","","31.0","","0.0","","0.0","","1.0","","0.4","","21","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-02","2018","01","02","†","-6.0","","-14.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-03","2018","01","03","†","-6.0","","-13.0","","-9.5","","27.5","","0.0","","0.0","","0.2","","0.2","","22","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-04","2018","01","04","†","-9.5","","-13.0","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","","22","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-05","2018","01","05","†","-14.0","","-23.0","","-18.5","","36.5","","0.0","","0.0","","0.0","T","0.0","","22","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-06","2018","01","06","†","-14.0","","-23.0","","-18.5","","36.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-07","2018","01","07","†","-0.5","","-22.5","","-11.5","","29.5","","0.0","","0.0","","4.0","","8.0","","22","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-08","2018","01","08","†","2.5","","-14.0","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-09","2018","01","09","†","1.0","","-1.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-10","2018","01","10","†","9.0","","-6.5","","1.3","","16.7","","0.0","","2.5","","0.0","","2.5","","18","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-11","2018","01","11","†","13.0","","-3.0","","5.0","","13.0","","0.0","","16.0","","0.0","","16.0","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-12","2018","01","12","†","7.5","","8.0","","7.8","","10.2","","0.0","","6.0","","2.0","","8.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-13","2018","01","13","†","-9.0","","-13.0","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-14","2018","01","14","†","-4.5","","-17.0","","-10.8","","28.8","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-15","2018","01","15","†","-5.0","","-11.5","","-8.3","","26.3","","0.0","","0.0","","7.0","","7.0","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-16","2018","01","16","†","-3.0","","-10.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-17","2018","01","17","†","-4.0","","-13.0","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-18","2018","01","18","†","-3.0","","-11.5","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-19","2018","01","19","†","2.0","","-7.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-20","2018","01","20","†","7.0","","-3.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-21","2018","01","21","†","5.0","","-3.0","","1.0","","17.0","","0.0","","7.3","","0.0","","7.3","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-22","2018","01","22","†","4.5","","1.0","","2.8","","15.2","","0.0","","17.0","","0.0","","17.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-23","2018","01","23","†","7.0","","0.5","","3.8","","14.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-24","2018","01","24","†","-3.5","","-9.0","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-25","2018","01","25","†","-1.0","","-11.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-26","2018","01","26","†","10.0","","-8.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-27","2018","01","27","†","10.0","","-1.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-28","2018","01","28","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-29","2018","01","29","†","-1.0","","-4.0","","-2.5","","20.5","","0.0","","0.0","","12.0","","10.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-30","2018","01","30","†","-6.0","","-13.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-01-31","2018","01","31","†","3.5","","-16.0","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-01","2018","02","01","†","5.5","","-6.0","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","","8","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-02","2018","02","02","†","-8.5","","-14.0","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","","5","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-03","2018","02","03","†","0.0","","-13.5","","-6.8","","24.8","","0.0","","0.0","","2.4","","2.4","","5","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-04","2018","02","04","†","2.0","","-9.0","","-3.5","","21.5","","0.0","","0.0","","2.0","","3.4","","9","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-05","2018","02","05","†","-6.5","","-15.5","","-11.0","","29.0","","0.0","","0.0","","0.0","T","0.0","","11","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-06","2018","02","06","†","-3.0","","-10.0","","-6.5","","24.5","","0.0","","0.0","","5.0","","5.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-07","2018","02","07","†","-4.0","","-11.0","","-7.5","","25.5","","0.0","","0.0","","6.0","","6.2","","15","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-08","2018","02","08","†","-6.0","","-13.0","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","","21","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-09","2018","02","09","†","-4.0","","-11.0","","-7.5","","25.5","","0.0","","0.0","","7.4","","7.4","","15","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-10","2018","02","10","†","-2.0","","-8.5","","-5.3","","23.3","","0.0","","0.0","","6.6","","6.6","","20","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-11","2018","02","11","†","-0.5","","-6.5","","-3.5","","21.5","","0.0","","6.4","","0.0","T","6.4","","23","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-12","2018","02","12","†","-2.0","","-9.5","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-13","2018","02","13","†","3.0","","-14.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-14","2018","02","14","†","5.5","","-7.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-15","2018","02","15","†","8.0","","2.5","","5.3","","12.7","","0.0","","0.0","T","0.0","","0.0","T","11","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-16","2018","02","16","†","2.0","","0.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-17","2018","02","17","†","1.5","","-8.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-18","2018","02","18","†","5.0","","-3.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-19","2018","02","19","†","12.5","","-2.5","","5.0","","13.0","","0.0","","24.4","","0.0","","24.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-20","2018","02","20","†","17.5","","0.5","","9.0","","9.0","","0.0","","7.2","","0.0","","7.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-21","2018","02","21","†","5.0","","4.0","","4.5","","13.5","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-22","2018","02","22","†","1.5","","-3.0","","-0.8","","18.8","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-23","2018","02","23","†","7.0","","-2.0","","2.5","","15.5","","0.0","","2.3","","0.0","","2.3","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-24","2018","02","24","†","4.0","","0.5","","2.3","","15.7","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-25","2018","02","25","†","11.5","","0.5","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-26","2018","02","26","†","8.5","","-0.5","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-27","2018","02","27","†","13.5","","0.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-02-28","2018","02","28","†","16.5","","4.0","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-01","2018","03","01","†","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","5.0","","9.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-02","2018","03","02","†","4.5","","-1.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-03","2018","03","03","†","4.5","","-3.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-04","2018","03","04","†","3.0","","-4.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-05","2018","03","05","†","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-06","2018","03","06","†","1.0","","-4.0","","-1.5","","19.5","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-07","2018","03","07","†","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-08","2018","03","08","†","2.0","","-4.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-09","2018","03","09","†","3.5","","-3.0","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-10","2018","03","10","†","2.5","","-4.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-11","2018","03","11","†","3.0","","-5.0","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-12","2018","03","12","†","1.5","","-3.0","","-0.8","","18.8","","0.0","","0.0","","0.8","","0.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-13","2018","03","13","†","3.0","","-6.0","","-1.5","","19.5","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-14","2018","03","14","†","2.0","","-2.5","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-15","2018","03","15","†","4.5","","-5.0","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-16","2018","03","16","†","1.0","","-7.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-17","2018","03","17","†","7.5","","-7.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-18","2018","03","18","†","12.0","","-6.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-19","2018","03","19","†","0.0","","-6.5","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-20","2018","03","20","†","0.5","","-7.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-21","2018","03","21","†","5.5","","-4.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-22","2018","03","22","†","6.5","","-4.0","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-23","2018","03","23","†","5.5","","-4.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-24","2018","03","24","†","4.0","","-4.5","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-25","2018","03","25","†","2.0","","-8.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-26","2018","03","26","†","7.0","","-5.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-27","2018","03","27","†","8.0","","2.0","","5.0","","13.0","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-28","2018","03","28","†","7.5","","2.5","","5.0","","13.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-29","2018","03","29","†","6.5","","1.5","","4.0","","14.0","","0.0","","17.2","","0.0","","17.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-30","2018","03","30","†","7.0","","2.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-03-31","2018","03","31","†","9.0","","-2.0","","3.5","","14.5","","0.0","","4.3","","0.0","","4.3","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-01","2018","04","01","†","4.5","","-4.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-02","2018","04","02","†","8.0","","-3.5","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-03","2018","04","03","†","5.0","","-1.0","","2.0","","16.0","","0.0","","29.2","","0.0","","29.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-04","2018","04","04","†","5.5","","2.0","","3.8","","14.2","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-05","2018","04","05","†","2.5","","-5.0","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-06","2018","04","06","†","5.0","","-3.0","","1.0","","17.0","","0.0","","0.0","","2.4","","4.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-07","2018","04","07","†","1.0","","-6.0","","-2.5","","20.5","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-08","2018","04","08","†","2.5","","-4.5","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-09","2018","04","09","†","3.0","","-5.0","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-10","2018","04","10","†","7.5","","-3.5","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-11","2018","04","11","†","7.0","","-1.0","","3.0","","15.0","","0.0","","1.5","","0.0","","1.5","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-12","2018","04","12","†","18.0","","-2.0","","8.0","","10.0","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-13","2018","04","13","†","6.0","","2.0","","4.0","","14.0","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-14","2018","04","14","†","1.0","","0.5","","0.8","","17.2","","0.0","","4.4","","2.6","","30.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-15","2018","04","15","†","2.0","","-5.0","","-1.5","","19.5","","0.0","","27.2","","3.2","","60.0","","3","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-16","2018","04","16","†","4.0","","-2.5","","0.8","","17.2","","0.0","","12.4","","0.0","","12.4","","5","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-17","2018","04","17","†","3.5","","-1.5","","1.0","","17.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-18","2018","04","18","†","5.0","","-1.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-19","2018","04","19","†","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-20","2018","04","20","†","9.0","","-2.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-21","2018","04","21","†","15.0","","-1.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-22","2018","04","22","†","16.0","","0.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-23","2018","04","23","†","14.0","","4.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-24","2018","04","24","†","17.0","","6.5","","11.8","","6.2","","0.0","","9.4","","0.0","","9.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-25","2018","04","25","†","11.5","","6.0","","8.8","","9.2","","0.0","","10.6","","0.0","","10.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-26","2018","04","26","†","16.5","","3.5","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-27","2018","04","27","†","14.5","","4.5","","9.5","","8.5","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-28","2018","04","28","†","8.0","","7.0","","7.5","","10.5","","0.0","","3.2","","0.0","T","3.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2018-04-29","2018","04","29","†","13.0","","0.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
